numberOfGuests,roomType,maxNights,city,state,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
2,Entire unit,365,DIANI BEACH,Kwale,17.0,1.0,2.0,1,0,0,1,0,2.0,0,1,1,0,1.0,unknown
10,Other,1125,Eldoret,Uasin Gishu County,15.0,13.0,10.0,1,1,0,1,1,8.0,0,13,0,0,10.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,45.0,2.0,2.0,0,1,0,0,0,2.0,1,2,0,0,1.0,unknown
6,Other,30,Machakos,Machakos,120.0,3.0,3.0,1,0,1,0,1,2.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,65.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,unknown
4,Entire unit,365,Eldoret,Uasin Gishu County,22.0,2.0,2.0,1,0,0,1,1,5.0,1,0,0,0,2.0,unknown
2,Private room,1125,Mombasa,Mombasa,28.0,1.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,unknown
4,Shared room,30,DIANI BEACH,Kwale,10.0,1.0,1.0,1,0,1,1,1,1.0,0,0,0,0,1.0,shared
6,Entire unit,1125,Nairobi,NAIROBI,110.0,4.0,3.0,1,1,0,0,1,0.0,1,0,0,0,3.0,unknown
5,Entire unit,90,Nairobi,NAIROBI,99.0,3.0,3.0,1,0,0,0,0,45.0,1,3,0,0,3.0,unknown
4,Entire unit,180,Nairobi,NAIROBI,62.0,4.0,2.0,1,0,0,0,1,36.0,1,4,0,0,2.0,unknown
7,Entire unit,30,Mombasa,Mombasa,100.0,4.0,4.0,1,0,0,0,1,3.0,1,3,0,0,4.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,16.0,1.0,1.0,1,0,1,1,1,144.0,1,1,0,0,1.0,unknown
2,Other,1125,Ngong,Kajiado,37.0,1.0,1.0,1,1,1,1,1,47.0,0,1,0,0,1.0,unknown
3,Shared room,1125,Taveta,Taita-Taveta County,23.0,2.0,1.0,1,0,0,0,1,8.0,0,2,0,0,1.0,shared
4,Private room,1125,Kitale,Trans-Nzoia County,20.0,4.0,1.0,0,1,1,1,0,0.0,1,0,0,0,1.0,unknown
6,Entire unit,365,Eldoret,Uasin Gishu County,40.0,3.0,3.0,0,0,0,0,0,5.0,0,3,0,0,2.0,unknown
2,Other,28,Watamu,kilifi,496.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,private
6,Entire unit,1125,Nairobi,NAIROBI,100.0,3.0,3.0,1,1,1,1,1,7.0,1,0,0,0,2.0,unknown
6,Entire unit,1125,Nanyuki,Laikipia,95.0,4.0,3.0,1,0,0,1,1,1.0,1,2,0,0,3.0,unknown
6,Private room,1125,Mombasa,coast,28.0,4.0,3.0,1,0,0,0,1,13.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Mombasa,Mombasa,15.0,1.0,1.0,1,0,0,0,1,6.0,0,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,1000.0,1.0,2.0,0,0,0,0,0,0.0,1,2,1,0,1.0,unknown
4,Entire unit,365,DIANI BEACH,Kwale,192.0,2.0,2.0,0,0,0,0,0,58.0,1,2,0,0,2.0,unknown
4,Entire unit,99,Nairobi,NAIROBI,45.0,2.0,2.0,0,0,0,1,0,2.0,1,0,0,0,3.0,unknown
2,Entire unit,1125,Kisumu,Kisumu,23.0,1.0,1.0,1,0,0,1,1,47.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,100.0,4.0,3.0,1,0,0,0,1,3.0,1,1,2,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,31.0,1.0,1.0,0,0,0,0,1,54.0,1,1,0,0,1.0,unknown
14,Private room,365,Nanyuki,Meru,39.0,7.0,5.0,0,0,0,0,0,0.0,1,0,0,0,5.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,1.0,0,0,0,0,1,37.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,140.0,3.0,3.0,0,0,0,0,0,2.0,0,3,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,30.0,3.0,2.0,1,0,1,0,1,9.0,1,3,1,0,2.0,unknown
2,Entire unit,1125,Athi River,Kajiado,22.0,1.0,2.0,1,0,1,1,1,7.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,10.0,2.0,2.0,1,0,0,1,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,31.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
1,Private room,1000,Nairobi,Kiambu,29.0,1.0,5.0,1,1,1,0,0,3.0,1,7,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,48.0,1.0,1.0,1,0,0,1,0,19.0,1,1,0,0,1.0,unknown
8,Entire unit,1125,Nairobi,Nakuru,350.0,6.0,5.0,1,1,1,0,1,12.0,1,3,0,0,4.0,unknown
2,Entire unit,1125,Mombasa,Mombasa,37.0,1.0,1.0,1,0,0,1,1,8.0,1,1,0,0,1.0,unknown
2,Other,1125,Nairobi,NAIROBI,65.0,2.0,1.0,0,0,0,0,0,6.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,36.0,1.0,1.0,1,0,0,0,1,43.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,16.0,1.0,1.0,1,0,0,0,1,35.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,42.0,1.0,1.0,1,0,0,1,1,66.0,1,1,0,0,1.0,unknown
5,Entire unit,1125,Watamu,kilifi,109.0,3.0,2.0,1,0,0,0,1,10.0,1,3,0,0,2.0,unknown
2,Private room,365,Nairobi,Kiambu,33.0,1.0,2.0,0,0,1,0,0,0.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Gisambai,Wilaya ya Vihiga,30.0,2.0,2.0,1,0,1,0,1,1.0,1,0,0,0,2.0,unknown
5,Entire unit,1125,Nairobi,NAIROBI,69.0,3.0,3.0,1,0,1,1,1,51.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Nanyuki,Laikipia,38.0,2.0,2.0,1,0,0,0,1,13.0,0,2,0,0,2.0,unknown
4,Private room,1125,Nairobi,Migori County,20.0,4.0,4.0,1,0,0,0,0,2.0,1,4,0,0,6.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,60.0,2.0,2.0,1,0,1,0,0,3.0,1,0,0,0,2.0,unknown
3,Entire unit,90,Nairobi,NAIROBI,30.0,2.0,2.0,1,0,0,1,0,33.0,1,2,0,0,1.0,unknown
10,Entire unit,1125,Ruaka,Kiambu,50.0,6.0,3.0,1,0,1,1,1,18.0,1,3,1,1,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,186.0,1.0,1.0,1,0,0,1,1,0.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,47.0,1.0,1.0,0,0,0,0,0,0.0,1,1,2,0,1.0,unknown
12,Private room,180,Kakamega,NAIROBI,18.0,7.0,7.0,1,1,0,1,1,0.0,1,7,3,0,3.0,unknown
2,Entire unit,1125,Nairobi,Nyeri,34.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,16.0,1.0,2.0,1,0,1,1,0,52.0,1,1,0,0,1.0,unknown
6,Entire unit,365,Mtwapa,kilifi,327.0,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,3.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,50.0,3.0,3.0,1,0,0,0,1,14.0,1,3,0,0,3.0,unknown
8,Entire unit,365,Watamu,kilifi,290.0,4.0,4.0,1,1,1,1,1,7.0,1,4,0,0,4.0,unknown
2,Entire unit,5,Nairobi,NAIROBI,25.0,1.0,1.0,0,0,0,0,0,0.0,1,1,1,0,1.0,unknown
2,Private room,60,Watamu,NAIROBI,22.0,1.0,1.0,1,0,0,0,1,3.0,1,1,0,0,1.0,private
2,Entire unit,1125,Nairobi,NAIROBI,10.0,1.0,1.0,1,0,0,0,1,19.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Kisumu,Kisumu,29.0,2.0,2.0,1,0,0,1,1,25.0,1,2,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,83.0,2.0,1.0,0,0,0,0,0,60.0,1,1,1,0,1.0,unknown
2,Other,365,Meru,Meru,50.0,5.0,1.0,0,1,0,1,0,1.0,1,0,0,0,1.0,private
6,Entire unit,1125,Nairobi,NAIROBI,65.0,4.0,3.0,1,1,0,0,1,7.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Kakamega,Kakamega,25.0,3.0,3.0,1,1,1,1,1,1.0,1,3,0,0,1.0,unknown
8,Entire unit,365,Nakuru,Nakuru,70.0,4.0,3.0,1,1,1,1,1,1.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,49.0,3.0,2.0,1,0,0,0,1,46.0,1,3,0,0,2.0,unknown
5,Entire unit,1125,Mombasa,Nyali,55.0,4.0,2.0,1,0,0,0,1,12.0,1,1,1,0,1.0,unknown
2,Private room,5,Maungu,Taita-Taveta County,20.0,1.0,1.0,1,0,0,1,1,0.0,0,1,0,0,1.0,unknown
3,Private room,365,Ololaimutiek Village,Narok,130.0,3.0,1.0,0,1,0,0,0,0.0,0,2,0,0,1.0,private
8,Entire unit,1125,Syokimau,Machakos,160.0,6.0,4.0,1,0,0,0,1,2.0,1,6,0,0,4.0,unknown
2,Entire unit,90,Watamu,kilifi,35.0,1.0,1.0,0,0,0,1,0,19.0,1,1,0,0,1.0,unknown
8,Entire unit,1125,DIANI BEACH,NAIROBI,400.0,6.0,4.0,1,0,0,1,1,8.0,1,5,0,0,5.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,120.0,1.0,2.0,0,0,0,0,0,2.0,1,0,0,0,2.0,unknown
2,Entire unit,365,Nairobi,Kericho County,30.0,1.0,1.0,1,0,0,1,1,0.0,0,1,1,0,1.0,unknown
12,Private room,1125,Iten,Elgeyo-Marakwet County,11.0,15.0,12.0,1,1,1,1,1,0.0,1,0,0,0,10.0,unknown
1,Private room,1125,Nairobi,NAIROBI,18.0,1.0,2.0,1,0,0,0,1,43.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,Gilgil,Nakuru,44.0,4.0,3.0,1,0,1,0,1,3.0,1,3,0,0,1.0,unknown
1,Entire unit,5,Thika,Kiambu,11.0,1.0,1.0,0,0,0,1,0,0.0,0,1,0,0,1.0,unknown
3,Entire unit,1125,Mtwapa,Mombasa,21.0,1.0,1.0,0,1,1,1,0,0.0,1,1,1,0,1.0,unknown
1,Shared room,15,Nairobi,NAIROBI,10.0,1.0,1.0,1,1,0,1,1,0.0,1,0,0,0,1.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,14.0,1.0,1.0,1,0,0,0,1,20.0,0,0,0,0,1.0,unknown
6,Entire unit,56,Athi River,Kajiado,61.0,3.0,3.0,1,1,1,1,1,3.0,1,1,2,0,2.0,unknown
6,Entire unit,90,Mombasa,Mombasa,120.0,4.0,3.0,1,1,0,1,1,0.0,1,3,0,0,2.0,unknown
2,Entire unit,365,DIANI BEACH,Kwale,37.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
5,Other,1125,DIANI BEACH,coast,319.0,2.0,2.0,1,1,0,0,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,55.0,1.0,1.0,1,1,0,1,1,11.0,1,1,0,0,1.0,unknown
4,Private room,1125,Bomet,Bomet County,25.0,2.0,2.0,1,0,0,0,1,1.0,0,2,0,0,3.0,unknown
8,Private room,365,Mombasa,Mombasa,38.0,4.0,4.0,1,0,0,0,1,3.0,1,4,0,0,4.0,unknown
1,Entire unit,1125,Nairobi,Kiambu,15.0,1.0,1.0,1,0,0,0,1,9.0,1,1,0,0,1.0,unknown
4,Other,60,Ngong,Kajiado,250.0,3.0,2.0,0,0,0,1,0,0.0,1,3,1,0,2.0,unknown
4,Private room,365,Nairobi,Kiambu,40.0,2.0,2.0,1,0,0,0,1,0.0,0,1,1,0,1.0,shared
6,Private room,30,Mombasa,coast,360.0,4.0,3.0,1,0,0,1,1,2.0,1,2,0,0,3.0,unknown
2,Entire unit,1125,Embu,Embu County,16.0,2.0,1.0,1,0,1,1,1,17.0,1,1,1,0,1.0,unknown
4,Entire unit,365,Mombasa,Mombasa,23.0,2.0,2.0,1,1,1,1,1,28.0,1,2,0,0,1.0,unknown
4,Private room,1125,Nairobi,NAIROBI,67.0,2.0,1.0,0,1,1,1,0,0.0,1,2,0,0,1.0,private
2,Entire unit,30,Nairobi,NAIROBI,60.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
1,Other,1125,Bungoma,Bungoma,18.0,1.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,50.0,1.0,1.0,1,0,0,0,0,4.0,1,0,0,0,1.0,unknown
4,Entire unit,365,Athi River,Kajiado,38.0,2.0,3.0,1,0,1,0,1,0.0,1,1,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,12.0,1.0,2.0,0,0,0,0,0,3.0,0,1,0,0,1.0,unknown
3,Private room,1125,Watamu,kilifi,49.0,2.0,1.0,1,0,0,1,1,17.0,1,1,0,0,1.0,unknown
10,Entire unit,1125,Athi River,Kajiado,268.0,10.0,5.0,1,1,0,0,1,0.0,1,7,0,0,7.0,unknown
2,Private room,1125,Nairobi,NAIROBI,43.0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,1.0,unknown
6,Entire unit,15,Malindi,kilifi,458.0,6.0,3.0,1,0,0,1,0,16.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Malindi,kilifi,44.0,2.0,2.0,1,1,1,0,1,28.0,1,0,0,0,2.0,unknown
8,Entire unit,30,Mombasa,Mombasa,270.0,8.0,4.0,1,0,0,0,1,0.0,1,8,0,0,4.0,unknown
2,Entire unit,1125,Kisumu,Kisumu,18.0,2.0,2.0,0,0,0,0,0,0.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,200.0,3.0,3.0,1,0,0,1,1,0.0,1,0,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,37.0,1.0,1.0,0,0,0,0,1,43.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,41.0,2.0,2.0,1,1,1,0,1,0.0,0,2,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,90.0,3.0,2.0,1,1,1,0,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Murang'a,Muranga County,15.0,2.0,1.0,1,0,0,0,1,16.0,0,2,0,0,1.0,unknown
2,Entire unit,1125,Kiambu,Kiambu,20.0,0.0,2.0,0,0,0,1,0,4.0,0,0,0,0,1.0,unknown
4,Private room,30,Nairobi,Nakuru,50.0,28.0,2.0,1,1,1,1,1,0.0,1,0,0,0,2.0,shared
4,Entire unit,30,Diani,Kwale,200.0,2.0,2.0,0,0,0,0,0,0.0,1,2,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,44.0,1.0,1.0,1,0,1,1,1,4.0,1,1,0,0,1.0,unknown
6,Private room,365,Mombasa,Mombasa,35.0,0.0,2.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
3,Other,1125,Nairobi,NAIROBI,90.0,2.0,1.0,1,0,1,0,0,464.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,39.0,1.0,2.0,0,1,1,1,0,0.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,100.0,4.0,3.0,1,0,0,0,0,0.0,1,3,0,0,3.0,unknown
1,Private room,14,Malindi,kilifi,600.0,1.0,1.0,1,1,1,1,0,0.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,45.0,3.0,2.0,0,0,0,0,0,34.0,1,1,2,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,23.0,1.0,2.0,1,0,0,0,1,32.0,1,1,0,0,1.0,unknown
4,Entire unit,180,Watamu,kilifi,86.0,2.0,2.0,1,0,0,1,1,10.0,1,2,0,0,2.0,unknown
2,Shared room,1125,Nairobi,NAIROBI,56.0,2.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,shared
2,Entire unit,90,Mombasa,Mombasa,15.0,2.0,2.0,1,0,0,1,1,0.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,29.0,2.0,2.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Ndenderu,Kiambu,65.0,4.0,1.0,1,1,0,1,1,15.0,1,1,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,100.0,2.0,2.0,0,1,0,0,0,24.0,1,0,0,0,2.0,unknown
2,Entire unit,5,Nairobi,NAIROBI,15.0,1.0,1.0,0,1,0,0,0,0.0,0,1,0,0,1.0,unknown
4,Private room,1125,Mtwapa,kilifi,18.0,3.0,3.0,1,1,1,1,1,0.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Watamu,kilifi,70.0,1.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
3,Entire unit,1125,Thika,Kiambu,36.0,1.0,1.0,1,0,0,1,1,0.0,1,1,1,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,30.0,2.0,1.0,0,1,0,0,0,0.0,0,1,1,0,2.0,unknown
4,Entire unit,365,DIANI BEACH,Kwale,50.0,2.0,2.0,0,0,0,1,0,2.0,1,3,1,0,2.0,unknown
8,Private room,30,Ongata Rongai,NAIROBI,26.0,4.0,3.0,0,0,0,0,0,0.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,150.0,3.0,2.0,1,0,0,1,1,19.0,1,3,1,0,2.0,unknown
3,Entire unit,1125,Mombasa,Mombasa,19.0,2.0,1.0,1,0,1,1,1,14.0,1,1,1,0,1.0,unknown
4,Entire unit,28,Malindi,kilifi,80.0,2.0,2.0,0,0,1,1,0,2.0,1,2,0,0,2.0,unknown
1,Private room,40,Nairobi,NAIROBI,10.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,shared
4,Entire unit,1125,Mombasa,coast,51.0,3.0,2.0,1,1,0,0,1,3.0,1,3,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,48.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,25.0,1.0,1.0,1,0,1,1,1,1.0,1,1,0,0,1.0,unknown
3,Private room,1125,Kakamega,Kakamega,15.0,2.0,1.0,1,1,1,1,0,1.0,0,1,0,0,1.0,unknown
2,Other,365,Watamu,kilifi,45.0,1.0,1.0,1,0,1,1,1,2.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,Ruiru,Kiambu,18.0,1.0,1.0,1,0,1,1,1,15.0,1,1,0,0,1.0,unknown
4,Entire unit,14,Nairobi,NAIROBI,150.0,2.0,2.0,1,1,0,1,1,0.0,1,1,1,0,2.0,unknown
2,Entire unit,30,Nairobi,NAIROBI,200.0,0.0,2.0,1,0,0,0,1,0.0,1,0,0,0,2.0,unknown
4,Entire unit,30,Nanyuki,Laikipia,75.0,3.0,2.0,1,0,0,0,1,24.0,1,3,0,0,2.0,unknown
2,Private room,1125,Watamu,NAIROBI,22.0,1.0,1.0,0,0,0,0,0,49.0,1,0,1,0,1.0,private
2,Other,1125,Nairobi,NAIROBI,30.0,1.0,1.0,0,1,0,0,0,1.0,1,1,0,0,1.0,shared
2,Entire unit,1125,Kajiado,Rift Valley,11.0,1.0,1.0,1,0,1,1,1,55.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Mombasa,Mombasa,30.0,1.0,2.0,1,1,1,1,1,1.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,Mombasa,Mombasa,50.0,2.0,2.0,1,1,0,1,1,1.0,1,0,0,0,2.0,unknown
5,Entire unit,365,Nairobi,NAIROBI,30.0,3.0,2.0,1,0,1,0,1,14.0,0,0,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,20.0,1.0,1.0,0,0,0,1,0,7.0,1,1,0,0,1.0,shared
4,Entire unit,365,Syokimau,Machakos,34.0,2.0,2.0,1,0,0,0,1,1.0,1,2,0,0,1.0,unknown
2,Private room,90,Nanyuki,Laikipia,54.0,1.0,2.0,1,0,0,0,1,30.0,1,1,0,0,1.0,shared
1,Private room,365,Mtwapa,kilifi,25.0,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,shared
2,Entire unit,1125,Mombasa,Mombasa,21.0,1.0,2.0,1,0,0,0,0,0.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,80.0,3.0,3.0,1,1,1,1,1,7.0,1,3,0,0,2.0,unknown
6,Entire unit,14,Nanyuki,Laikipia,225.0,4.0,3.0,1,0,1,1,1,3.0,1,2,2,0,3.0,unknown
4,Entire unit,1125,Nairobi,Kiambu,35.0,3.0,2.0,1,0,1,1,1,8.0,1,3,0,0,1.0,unknown
6,Entire unit,7,Mombasa,Mombasa,250.0,3.0,3.0,1,0,0,0,1,0.0,1,3,0,0,2.0,unknown
2,Private room,1125,Malindi,kilifi,40.0,1.0,1.0,1,0,0,0,0,39.0,1,1,0,0,1.0,private
10,Entire unit,365,Mombasa,Mombasa,240.0,6.0,5.0,1,1,1,1,1,2.0,1,3,0,0,5.0,unknown
2,Private room,1125,Mombasa,Mombasa,38.0,1.0,1.0,0,0,0,1,0,4.0,1,1,0,0,1.0,private
6,Entire unit,1125,Eldoret,Wilaya ya Uasin Gishu,45.0,3.0,3.0,1,0,0,0,1,13.0,1,3,0,0,2.0,unknown
8,Entire unit,1125,Nairobi,NAIROBI,80.0,4.0,4.0,1,1,1,0,1,9.0,1,3,0,0,5.0,unknown
1,Private room,30,Nairobi,NAIROBI,18.0,2.0,1.0,1,0,0,0,1,0.0,1,2,0,0,1.0,unknown
14,Entire unit,1125,Mombasa,Mombasa,900.0,5.0,4.0,1,0,1,0,0,0.0,1,3,0,0,3.0,unknown
8,Entire unit,1125,Malindi,NAIROBI,200.0,4.0,4.0,1,1,0,1,1,4.0,1,4,0,0,4.0,unknown
2,Entire unit,365,Mombasa,Mombasa,22.0,1.0,1.0,1,0,0,0,1,0.0,1,1,1,0,1.0,unknown
4,Entire unit,365,Nairobi,Kiambu,33.0,1.0,1.0,1,1,0,0,1,0.0,1,0,0,0,1.0,unknown
10,Entire unit,1125,DIANI BEACH,Kwale,420.0,5.0,5.0,1,0,0,1,1,30.0,1,5,0,0,5.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,19.0,1.0,1.0,0,0,0,0,0,4.0,1,0,0,0,1.0,unknown
1,Private room,365,Nairobi,Kiambu,14.0,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
6,Entire unit,1125,Kikambala,kilifi,145.0,4.0,3.0,1,0,0,0,1,6.0,1,2,0,0,2.0,unknown
2,Entire unit,90,Watamu,kilifi,76.0,2.0,1.0,1,0,0,1,1,37.0,1,1,0,0,1.0,unknown
4,Private room,1125,Nairobi,NAIROBI,10.0,4.0,8.0,1,1,1,1,0,1.0,0,4,0,0,12.0,shared
6,Entire unit,1125,Naivasha,Nakuru,295.0,4.0,3.0,1,0,0,0,1,1.0,1,2,0,0,3.0,unknown
2,Entire unit,1125,Muchatha,Kiambu,20.0,1.0,1.0,1,0,0,0,0,0.0,1,1,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,36.0,1.0,1.0,0,0,0,0,0,41.0,1,1,0,0,1.0,shared
2,Private room,1125,Nairobi,NAIROBI,14.0,1.0,1.0,1,0,0,0,1,41.0,0,1,0,0,1.0,shared
4,Entire unit,365,Mombasa,Mombasa,85.0,2.0,2.0,1,0,0,0,1,2.0,1,2,0,0,4.0,unknown
6,Entire unit,30,DIANI BEACH,Kwale,120.0,6.0,4.0,1,0,0,0,1,8.0,1,2,2,1,2.0,unknown
4,Entire unit,1125,Kisaju,Kajiado,30.0,2.0,2.0,1,1,1,1,0,1.0,0,0,0,0,2.0,unknown
2,Entire unit,1125,DIANI BEACH,Kwale,25.0,2.0,1.0,1,0,0,1,1,28.0,1,2,0,1,1.0,unknown
2,Entire unit,365,Mombasa,Mombasa,22.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
3,Private room,1125,Ngong,Kajiado,19.0,3.0,3.0,0,1,0,1,0,0.0,1,3,0,0,3.0,shared
2,Private room,365,Juja,Kiambu,35.0,1.0,1.0,1,0,0,1,1,0.0,0,0,0,0,1.0,shared
10,Entire unit,1125,Watamu,NAIROBI,147.0,5.0,4.0,1,1,0,1,0,61.0,1,3,0,0,3.0,unknown
4,Entire unit,365,Kahawa Sukari,Kiambu,175.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
8,Entire unit,1125,Nairobi,NAIROBI,47.0,5.0,4.0,1,0,0,0,1,96.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,60.0,2.0,2.0,1,0,0,1,1,12.0,1,2,0,0,3.0,unknown
2,Entire unit,1125,Mombasa,Mombasa,28.0,1.0,1.0,1,1,0,1,1,5.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Nyeri,Nyeri,27.0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,14.0,1.0,1.0,0,0,1,0,0,54.0,1,1,0,0,1.0,unknown
1,Private room,30,Githurai,Kiambu,15.0,1.0,1.0,1,0,1,0,1,0.0,1,1,0,0,1.0,private
2,Entire unit,1125,Mombasa,Mombasa,40.0,1.0,1.0,1,1,0,1,1,13.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Eldoret,Uasin Gishu County,40.0,3.0,2.0,1,0,0,0,1,3.0,1,0,0,0,2.0,unknown
10,Entire unit,1125,Nairobi,NAIROBI,100.0,0.0,10.0,0,0,0,0,0,2.0,1,0,0,0,7.0,unknown
2,Entire unit,365,Maua,Meru,65.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,55.0,2.0,2.0,1,0,0,0,1,1.0,1,2,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,43.0,1.0,1.0,0,1,0,1,0,0.0,1,1,0,0,1.0,private
2,Private room,365,Nairobi,NAIROBI,13.0,1.0,1.0,0,0,1,0,0,4.0,0,0,0,0,1.0,private
7,Entire unit,1125,DIANI BEACH,Kwale,250.0,4.0,4.0,1,0,1,0,0,0.0,1,4,0,0,4.0,unknown
2,Private room,1125,DIANI BEACH,Kwale,38.0,2.0,1.0,1,0,0,1,1,7.0,1,2,0,0,1.0,private
5,Entire unit,1125,Nairobi,NAIROBI,85.0,4.0,4.0,1,0,0,0,1,26.0,1,3,0,0,3.0,unknown
6,Entire unit,1125,Athi River,Machakos,30.0,3.0,3.0,1,1,1,1,1,3.0,0,3,0,1,3.0,unknown
2,Entire unit,365,Mombasa,Mombasa,30.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
